filename,code_line,line_number,is_comment,is_blank
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,,9,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,public class TooManyActualInvocations extends MockitoAssertionError {,10,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,,11,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,private static final long serialVersionUID = 1L;,12,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,,13,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,public TooManyActualInvocations(String message) {,14,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,super(message);,15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,},16,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\TooManyActualInvocations.java,},17,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,,5,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,package org.mockito.exceptions.verification;,6,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,,7,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,import org.mockito.exceptions.base.MockitoAssertionError;,8,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,,9,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,public class VerificationInOrderFailure extends MockitoAssertionError {,10,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,,11,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,private static final long serialVersionUID = 1L;,12,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,,13,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,public VerificationInOrderFailure(String message) {,14,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,super(message);,15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,},16,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\VerificationInOrderFailure.java,},17,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,,5,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,package org.mockito.exceptions.verification;,6,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,,7,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,import org.mockito.exceptions.base.MockitoAssertionError;,8,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,import org.mockito.internal.util.RemoveFirstLine;,9,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,,10,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,public class WantedButNotInvoked extends MockitoAssertionError {,11,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,,12,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,private static final long serialVersionUID = 1L;,13,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,,14,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,public WantedButNotInvoked(String message) {,15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,super(message);,16,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,},17,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,,18,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,@Override,19,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,public String toString() {,20,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,return new RemoveFirstLine().of(super.toString());,21,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,},22,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\WantedButNotInvoked.java,},23,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,5,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,package org.mockito.exceptions.verification.junit;,6,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,7,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,import junit.framework.ComparisonFailure;,8,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,import org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter;,9,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,import org.mockito.internal.util.RemoveFirstLine;,10,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,11,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,12,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,public class ArgumentsAreDifferent extends ComparisonFailure {,13,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,14,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,private static final long serialVersionUID = 1L;,15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,private final String message;,16,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,private final StackTraceElement[] unfilteredStackTrace;,17,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,18,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,"public ArgumentsAreDifferent(String message, String wanted, String actual) {",19,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,"super(message, wanted, actual);",20,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,this.message = message;,21,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,22,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,unfilteredStackTrace = getStackTrace();,23,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,ConditionalStackTraceFilter filter = new ConditionalStackTraceFilter();,24,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,filter.filter(this);,25,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,},26,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,27,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,@Override,28,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,public String getMessage() {,29,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,return message;,30,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,},31,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,32,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,public StackTraceElement[] getUnfilteredStackTrace() {,33,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,return unfilteredStackTrace;,34,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,},35,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,,36,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,@Override,37,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,public String toString() {,38,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,return new RemoveFirstLine().of(super.toString());,39,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,},40,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\ArgumentsAreDifferent.java,},41,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,package org.mockito.exceptions.verification.junit;,5,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,,6,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,@Deprecated,7,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,/**,8,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,* @Deprecated. This class has been moved to internal packages because it was never meant to be public.,9,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,* If you need it for extending Mockito please let us know. You can still use {@link org.mockito.internal.junit.JUnitTool}.,10,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,"* However, the package clearly states that the class in a part of a public API so it can change.",11,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,*/,12,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,public class JUnitTool {,13,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,,14,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,public static boolean hasJUnit() {,15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,return org.mockito.internal.junit.JUnitTool.hasJUnit();,16,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,},17,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,,18,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,"public static AssertionError createArgumentsAreDifferentException(String message, String wanted, String actual)  {",19,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,"return org.mockito.internal.junit.JUnitTool.createArgumentsAreDifferentException(message, wanted, actual);",20,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,},21,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\exceptions\verification\junit\JUnitTool.java,},22,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,5,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,package org.mockito.internal;,6,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,7,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import java.util.LinkedList;,8,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import java.util.List;,9,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,10,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.InOrder;,11,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.exceptions.Reporter;,12,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.exceptions.base.MockitoException;,13,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.internal.verification.InOrderContextImpl;,14,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.internal.verification.InOrderWrapper;,15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.internal.verification.VerificationModeFactory;,16,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.internal.verification.api.InOrderContext;,17,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.internal.verification.api.VerificationInOrderMode;,18,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.invocation.Invocation;,19,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,import org.mockito.verification.VerificationMode;,20,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,21,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,/**,22,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,"* Allows verifying in order. This class should not be exposed, hence default access.",23,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,*/,24,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,"public class InOrderImpl implements InOrder, InOrderContext {",25,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,26,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,private final MockitoCore mockitoCore = new MockitoCore();,27,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,private final Reporter reporter = new Reporter();,28,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,private final List<Object> mocksToBeVerifiedInOrder = new LinkedList<Object>();,29,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,private final InOrderContext inOrderContext = new InOrderContextImpl();,30,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,31,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,public List<Object> getMocksToBeVerifiedInOrder() {,32,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,return mocksToBeVerifiedInOrder;,33,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},34,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,35,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,public InOrderImpl(List<Object> mocksToBeVerifiedInOrder) {,36,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,this.mocksToBeVerifiedInOrder.addAll(mocksToBeVerifiedInOrder);,37,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},38,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,39,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,public <T> T verify(T mock) {,40,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,"return this.verify(mock, VerificationModeFactory.times(1));",41,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},42,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,43,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,"public <T> T verify(T mock, VerificationMode mode) {",44,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,if (!mocksToBeVerifiedInOrder.contains(mock)) {,45,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,reporter.inOrderRequiresFamiliarMock();,46,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,} else if (!(mode instanceof VerificationInOrderMode)) {,47,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,"throw new MockitoException(mode.getClass().getSimpleName() + "" is not implemented to work with InOrder"");",48,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},49,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,"return mockitoCore.verify(mock, new InOrderWrapper((VerificationInOrderMode) mode, this));",50,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},51,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,52,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,public boolean isVerified(Invocation i) {,53,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,return inOrderContext.isVerified(i);,54,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},55,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,56,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,public void markVerified(Invocation i) {,57,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,inOrderContext.markVerified(i);,58,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},59,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,,60,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,public void verifyNoMoreInteractions() {,61,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,"mockitoCore.verifyNoMoreInteractionsInOrder(mocksToBeVerifiedInOrder, this);",62,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},63,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InOrderImpl.java,},64,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,package org.mockito.internal;,5,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,6,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,import java.util.List;,7,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,8,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,import org.mockito.internal.stubbing.InvocationContainer;,9,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,import org.mockito.invocation.MockHandler;,10,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,import org.mockito.mock.MockCreationSettings;,11,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,import org.mockito.stubbing.Answer;,12,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,import org.mockito.stubbing.VoidMethodStubbable;,13,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,14,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,"@SuppressWarnings(""unchecked"")",15,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,public interface InternalMockHandler<T> extends MockHandler {,16,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,17,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,MockCreationSettings getMockSettings();,18,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,19,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,VoidMethodStubbable<T> voidMethodStubbable(T mock);,20,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,21,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,void setAnswersForStubbing(List<Answer> answers);,22,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,23,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,InvocationContainer getInvocationContainer();,24,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,,25,False,True
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\InternalMockHandler.java,},26,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\MockitoCore.java,/*,1,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\MockitoCore.java,* Copyright (c) 2007 Mockito contributors,2,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\MockitoCore.java,* This program is made available under the terms of the MIT License.,3,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\MockitoCore.java,*/,4,True,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\MockitoCore.java,package org.mockito.internal;,5,False,False
G:\defects4j\Mockito\mockito_1_buggy\src\org\mockito\internal\MockitoCore.java,,6,False,True
